,Instant,Date,Season,Month,Hour,Holiday?,Day of Week,Workday?,Weather Situation,Temperature,Feeling Temperature,Casual Users,Registered User,Total Users,Casual_Ratio,Average_temperature,Wind Speed
3577,3578,2011-06-02,Spring,June,23,False,Thursday,True,Sunny,25.419999999999998,31.06,23,89,112,0.20535714285714285,0.6206,15.001299999999999
3578,3579,2011-06-03,Spring,June,0,False,Friday,True,Sunny,25.419999999999998,31.06,15,53,68,0.22058823529411764,0.6206,19.0012
3579,3580,2011-06-03,Spring,June,1,False,Friday,True,Sunny,24.599999999999998,31.06,7,15,22,0.3181818181818182,0.6106,23.9994
3580,3581,2011-06-03,Spring,June,2,False,Friday,True,Sunny,22.96,26.515,0,12,12,0.0,0.54515,15.001299999999999
3581,3582,2011-06-03,Spring,June,3,False,Friday,True,Sunny,22.14,25.759999999999998,0,5,5,0.0,0.5276000000000001,15.001299999999999
3582,3583,2011-06-03,Spring,June,4,False,Friday,True,Sunny,21.32,25.0,1,5,6,0.16666666666666666,0.51,22.0028
3583,3584,2011-06-03,Spring,June,5,False,Friday,True,Sunny,21.32,25.0,4,24,28,0.14285714285714285,0.51,23.9994
3584,3585,2011-06-03,Spring,June,6,False,Friday,True,Sunny,22.14,25.759999999999998,8,98,106,0.07547169811320754,0.5276000000000001,19.999499999999998
3585,3586,2011-06-03,Spring,June,7,False,Friday,True,Sunny,22.14,25.759999999999998,25,252,277,0.09025270758122744,0.5276000000000001,16.997899999999998
3586,3587,2011-06-03,Spring,June,8,False,Friday,True,Cloudy,22.96,26.515,31,471,502,0.061752988047808766,0.54515,22.0028
3587,3588,2011-06-03,Spring,June,9,False,Friday,True,Sunny,23.779999999999998,27.275,36,194,230,0.1565217391304348,0.56275,11.0014
3588,3589,2011-06-03,Spring,June,10,False,Friday,True,Sunny,25.419999999999998,31.06,54,107,161,0.33540372670807456,0.6206,16.997899999999998
3589,3590,2011-06-03,Spring,June,11,False,Friday,True,Sunny,26.240000000000002,31.06,57,135,192,0.296875,0.6306,22.0028
3590,3591,2011-06-03,Spring,June,12,False,Friday,True,Sunny,27.060000000000002,31.06,51,208,259,0.1969111969111969,0.6406000000000001,19.0012
3591,3592,2011-06-03,Spring,June,13,False,Friday,True,Sunny,27.880000000000003,31.06,58,190,248,0.23387096774193547,0.6506000000000001,16.997899999999998
3592,3593,2011-06-03,Spring,June,14,False,Friday,True,Sunny,28.7,31.819999999999997,66,174,240,0.275,0.6681999999999999,19.0012
3593,3594,2011-06-03,Spring,June,15,False,Friday,True,Sunny,28.7,31.819999999999997,56,156,212,0.2641509433962264,0.6681999999999999,19.0012
3594,3595,2011-06-03,Spring,June,16,False,Friday,True,Sunny,29.52,31.819999999999997,63,286,349,0.18051575931232092,0.6781999999999999,22.0028
3595,3596,2011-06-03,Spring,June,17,False,Friday,True,Sunny,29.52,31.819999999999997,73,485,558,0.13082437275985664,0.6781999999999999,19.0012
3596,3597,2011-06-03,Spring,June,18,False,Friday,True,Sunny,28.7,31.819999999999997,76,488,564,0.1347517730496454,0.6681999999999999,19.999499999999998
3597,3598,2011-06-03,Spring,June,19,False,Friday,True,Sunny,27.880000000000003,31.06,53,338,391,0.13554987212276215,0.6506000000000001,19.0012
3598,3599,2011-06-03,Spring,June,20,False,Friday,True,Sunny,26.240000000000002,31.06,57,236,293,0.1945392491467577,0.6306,11.0014
3599,3600,2011-06-03,Spring,June,21,False,Friday,True,Sunny,26.240000000000002,31.06,51,196,247,0.20647773279352227,0.6306,7.0015
3600,3601,2011-06-03,Spring,June,22,False,Friday,True,Sunny,25.419999999999998,31.06,26,145,171,0.15204678362573099,0.6206,0.0
3601,3602,2011-06-03,Spring,June,23,False,Friday,True,Sunny,23.779999999999998,27.275,30,141,171,0.17543859649122806,0.56275,7.0015
3602,3603,2011-06-04,Spring,June,0,False,Saturday,False,Sunny,22.96,26.515,24,69,93,0.25806451612903225,0.54515,0.0
3603,3604,2011-06-04,Spring,June,1,False,Saturday,False,Sunny,22.14,25.759999999999998,14,80,94,0.14893617021276595,0.5276000000000001,7.0015
3604,3605,2011-06-04,Spring,June,2,False,Saturday,False,Sunny,22.14,25.759999999999998,18,41,59,0.3050847457627119,0.5276000000000001,12.998
3605,3606,2011-06-04,Spring,June,3,False,Saturday,False,Sunny,21.32,25.0,8,10,18,0.4444444444444444,0.51,7.0015
3606,3607,2011-06-04,Spring,June,4,False,Saturday,False,Sunny,21.32,25.0,4,11,15,0.26666666666666666,0.51,6.0032
3607,3608,2011-06-04,Spring,June,5,False,Saturday,False,Sunny,20.5,24.240000000000002,3,5,8,0.375,0.4924,0.0
3608,3609,2011-06-04,Spring,June,6,False,Saturday,False,Sunny,22.14,25.759999999999998,11,17,28,0.39285714285714285,0.5276000000000001,0.0
3609,3610,2011-06-04,Spring,June,7,False,Saturday,False,Sunny,22.96,26.515,27,60,87,0.3103448275862069,0.54515,0.0
3610,3611,2011-06-04,Spring,June,8,False,Saturday,False,Sunny,24.599999999999998,31.06,29,96,125,0.232,0.6106,6.0032
3611,3612,2011-06-04,Spring,June,9,False,Saturday,False,Sunny,25.419999999999998,31.06,55,169,224,0.24553571428571427,0.6206,8.9981
3612,3613,2011-06-04,Spring,June,10,False,Saturday,False,Sunny,26.240000000000002,31.06,115,202,317,0.3627760252365931,0.6306,7.0015
3613,3614,2011-06-04,Spring,June,11,False,Saturday,False,Sunny,27.060000000000002,31.06,120,249,369,0.3252032520325203,0.6406000000000001,8.9981
3614,3615,2011-06-04,Spring,June,12,False,Saturday,False,Sunny,28.7,31.819999999999997,150,270,420,0.35714285714285715,0.6681999999999999,11.0014
3615,3616,2011-06-04,Spring,June,13,False,Saturday,False,Sunny,30.34,32.574999999999996,188,268,456,0.41228070175438597,0.69575,8.9981
3616,3617,2011-06-04,Spring,June,14,False,Saturday,False,Sunny,30.34,32.574999999999996,193,258,451,0.4279379157427938,0.69575,15.001299999999999
3617,3618,2011-06-04,Spring,June,15,False,Saturday,False,Cloudy,30.34,32.574999999999996,180,224,404,0.44554455445544555,0.69575,27.999299999999998
3618,3619,2011-06-04,Spring,June,16,False,Saturday,False,Cloudy,29.52,32.574999999999996,168,272,440,0.38181818181818183,0.68575,8.9981
3619,3620,2011-06-04,Spring,June,17,False,Saturday,False,Cloudy,29.52,32.574999999999996,142,202,344,0.4127906976744186,0.68575,16.997899999999998
3620,3621,2011-06-04,Spring,June,18,False,Saturday,False,Cloudy,30.34,32.574999999999996,127,214,341,0.3724340175953079,0.69575,11.0014
3621,3622,2011-06-04,Spring,June,19,False,Saturday,False,Cloudy,28.7,31.819999999999997,79,206,285,0.2771929824561403,0.6681999999999999,6.0032
3622,3623,2011-06-04,Spring,June,20,False,Saturday,False,Cloudy,28.7,32.574999999999996,90,149,239,0.37656903765690375,0.67575,6.0032
3623,3624,2011-06-04,Spring,June,21,False,Saturday,False,Cloudy,27.060000000000002,31.06,46,139,185,0.24864864864864866,0.6406000000000001,7.0015
3624,3625,2011-06-04,Spring,June,22,False,Saturday,False,Sunny,26.240000000000002,31.06,49,141,190,0.2578947368421053,0.6306,15.001299999999999
3625,3626,2011-06-04,Spring,June,23,False,Saturday,False,Cloudy,26.240000000000002,31.06,29,121,150,0.19333333333333333,0.6306,0.0
3626,3627,2011-06-05,Spring,June,0,False,Sunday,False,Sunny,26.240000000000002,31.06,23,90,113,0.20353982300884957,0.6306,6.0032
3627,3628,2011-06-05,Spring,June,1,False,Sunday,False,Cloudy,26.240000000000002,31.06,26,70,96,0.2708333333333333,0.6306,11.0014
3628,3629,2011-06-05,Spring,June,2,False,Sunday,False,Cloudy,26.240000000000002,31.06,16,48,64,0.25,0.6306,11.0014
3629,3630,2011-06-05,Spring,June,3,False,Sunday,False,Cloudy,25.419999999999998,30.305,22,25,47,0.46808510638297873,0.61305,11.0014
3630,3631,2011-06-05,Spring,June,4,False,Sunday,False,Cloudy,25.419999999999998,30.305,4,8,12,0.3333333333333333,0.61305,11.0014
3631,3632,2011-06-05,Spring,June,5,False,Sunday,False,Cloudy,25.419999999999998,30.305,1,5,6,0.16666666666666666,0.61305,8.9981
3632,3633,2011-06-05,Spring,June,6,False,Sunday,False,Cloudy,25.419999999999998,30.305,10,11,21,0.47619047619047616,0.61305,7.0015
3633,3634,2011-06-05,Spring,June,7,False,Sunday,False,Cloudy,24.599999999999998,29.544999999999998,8,19,27,0.2962962962962963,0.59545,16.997899999999998
3634,3635,2011-06-05,Spring,June,8,False,Sunday,False,Cloudy,24.599999999999998,29.544999999999998,24,74,98,0.24489795918367346,0.59545,16.997899999999998
3635,3636,2011-06-05,Spring,June,9,False,Sunday,False,Cloudy,24.599999999999998,28.79,53,111,164,0.3231707317073171,0.5879,12.998
3636,3637,2011-06-05,Spring,June,10,False,Sunday,False,Cloudy,25.419999999999998,29.544999999999998,83,168,251,0.33067729083665337,0.60545,6.0032
3637,3638,2011-06-05,Spring,June,11,False,Sunday,False,Cloudy,26.240000000000002,30.305,121,214,335,0.3611940298507463,0.62305,7.0015
3638,3639,2011-06-05,Spring,June,12,False,Sunday,False,Cloudy,26.240000000000002,30.305,123,212,335,0.36716417910447763,0.62305,7.0015
3639,3640,2011-06-05,Spring,June,13,False,Sunday,False,Sunny,27.060000000000002,31.06,154,213,367,0.4196185286103542,0.6406000000000001,7.0015
3640,3641,2011-06-05,Spring,June,14,False,Sunday,False,Sunny,28.7,32.574999999999996,161,224,385,0.41818181818181815,0.67575,11.0014
3641,3642,2011-06-05,Spring,June,15,False,Sunday,False,Sunny,28.7,32.574999999999996,161,256,417,0.38609112709832133,0.67575,0.0
3642,3643,2011-06-05,Spring,June,16,False,Sunday,False,Sunny,29.52,33.335,138,260,398,0.34673366834170855,0.6933499999999999,6.0032
3643,3644,2011-06-05,Spring,June,17,False,Sunday,False,Sunny,30.34,33.335,126,264,390,0.3230769230769231,0.7033499999999999,0.0
3644,3645,2011-06-05,Spring,June,18,False,Sunday,False,Sunny,28.7,32.574999999999996,124,239,363,0.3415977961432507,0.67575,7.0015
3645,3646,2011-06-05,Spring,June,19,False,Sunday,False,Sunny,27.880000000000003,31.819999999999997,108,249,357,0.3025210084033613,0.6582,11.0014
3646,3647,2011-06-05,Spring,June,20,False,Sunday,False,Sunny,27.060000000000002,31.06,84,195,279,0.3010752688172043,0.6406000000000001,12.998
3647,3648,2011-06-05,Spring,June,21,False,Sunday,False,Sunny,26.240000000000002,30.305,54,111,165,0.32727272727272727,0.62305,11.0014
3648,3649,2011-06-05,Spring,June,22,False,Sunday,False,Sunny,26.240000000000002,29.544999999999998,36,94,130,0.27692307692307694,0.61545,15.001299999999999
3649,3650,2011-06-05,Spring,June,23,False,Sunday,False,Sunny,25.419999999999998,29.544999999999998,25,61,86,0.29069767441860467,0.60545,8.9981
3650,3651,2011-06-06,Spring,June,0,False,Monday,True,Sunny,25.419999999999998,29.544999999999998,11,18,29,0.3793103448275862,0.60545,8.9981
3651,3652,2011-06-06,Spring,June,1,False,Monday,True,Sunny,24.599999999999998,28.03,9,5,14,0.6428571428571429,0.5803,8.9981
3652,3653,2011-06-06,Spring,June,2,False,Monday,True,Sunny,23.779999999999998,27.275,4,4,8,0.5,0.56275,7.0015
3653,3654,2011-06-06,Spring,June,3,False,Monday,True,Sunny,23.779999999999998,27.275,2,3,5,0.4,0.56275,0.0
3654,3655,2011-06-06,Spring,June,4,False,Monday,True,Sunny,22.96,26.515,4,4,8,0.5,0.54515,7.0015
3655,3656,2011-06-06,Spring,June,5,False,Monday,True,Sunny,22.96,26.515,7,24,31,0.22580645161290322,0.54515,6.0032
3656,3657,2011-06-06,Spring,June,6,False,Monday,True,Sunny,23.779999999999998,27.275,11,101,112,0.09821428571428571,0.56275,0.0
3657,3658,2011-06-06,Spring,June,7,False,Monday,True,Sunny,25.419999999999998,29.544999999999998,18,281,299,0.06020066889632107,0.60545,7.0015
3658,3659,2011-06-06,Spring,June,8,False,Monday,True,Sunny,26.240000000000002,30.305,28,410,438,0.0639269406392694,0.62305,6.0032
3659,3660,2011-06-06,Spring,June,9,False,Monday,True,Sunny,28.7,32.574999999999996,26,162,188,0.13829787234042554,0.67575,11.0014
3660,3661,2011-06-06,Spring,June,10,False,Monday,True,Sunny,29.52,33.335,31,64,95,0.3263157894736842,0.6933499999999999,15.001299999999999
3661,3662,2011-06-06,Spring,June,11,False,Monday,True,Sunny,30.34,33.335,39,72,111,0.35135135135135137,0.7033499999999999,8.9981
3662,3663,2011-06-06,Spring,June,12,False,Monday,True,Sunny,31.16,33.335,25,128,153,0.16339869281045752,0.7133499999999999,11.0014
3663,3664,2011-06-06,Spring,June,13,False,Monday,True,Sunny,31.98,34.089999999999996,28,152,180,0.15555555555555556,0.7309,0.0
3664,3665,2011-06-06,Spring,June,14,False,Monday,True,Sunny,31.98,34.089999999999996,46,99,145,0.31724137931034485,0.7309,8.9981
3665,3666,2011-06-06,Spring,June,15,False,Monday,True,Sunny,32.800000000000004,34.85,38,127,165,0.23030303030303031,0.7485,12.998
3666,3667,2011-06-06,Spring,June,16,False,Monday,True,Sunny,31.16,33.335,34,233,267,0.12734082397003746,0.7133499999999999,8.9981
3667,3668,2011-06-06,Spring,June,17,False,Monday,True,Sunny,31.98,34.089999999999996,63,516,579,0.10880829015544041,0.7309,19.0012
3668,3669,2011-06-06,Spring,June,18,False,Monday,True,Sunny,31.16,33.335,56,500,556,0.10071942446043165,0.7133499999999999,8.9981
3669,3670,2011-06-06,Spring,June,19,False,Monday,True,Sunny,29.52,33.335,64,343,407,0.15724815724815724,0.6933499999999999,12.998
3670,3671,2011-06-06,Spring,June,20,False,Monday,True,Sunny,27.880000000000003,31.819999999999997,59,277,336,0.17559523809523808,0.6582,8.9981
3671,3672,2011-06-06,Spring,June,21,False,Monday,True,Sunny,27.060000000000002,31.06,29,160,189,0.15343915343915343,0.6406000000000001,6.0032
3672,3673,2011-06-06,Spring,June,22,False,Monday,True,Sunny,27.060000000000002,31.06,36,137,173,0.20809248554913296,0.6406000000000001,6.0032
3673,3674,2011-06-06,Spring,June,23,False,Monday,True,Sunny,26.240000000000002,30.305,5,55,60,0.08333333333333333,0.62305,6.0032
3674,3675,2011-06-07,Spring,June,0,False,Tuesday,True,Sunny,26.240000000000002,30.305,5,15,20,0.25,0.62305,6.0032
3675,3676,2011-06-07,Spring,June,1,False,Tuesday,True,Sunny,25.419999999999998,30.305,2,2,4,0.5,0.61305,8.9981
3676,3677,2011-06-07,Spring,June,2,False,Tuesday,True,Sunny,24.599999999999998,29.544999999999998,3,2,5,0.6,0.59545,6.0032
3677,3678,2011-06-07,Spring,June,3,False,Tuesday,True,Sunny,24.599999999999998,29.544999999999998,1,1,2,0.5,0.59545,6.0032
3678,3679,2011-06-07,Spring,June,4,False,Tuesday,True,Sunny,23.779999999999998,27.275,2,3,5,0.4,0.56275,8.9981
3679,3680,2011-06-07,Spring,June,5,False,Tuesday,True,Sunny,23.779999999999998,27.275,2,30,32,0.0625,0.56275,11.0014
3680,3681,2011-06-07,Spring,June,6,False,Tuesday,True,Sunny,24.599999999999998,28.79,10,116,126,0.07936507936507936,0.5879,8.9981
3681,3682,2011-06-07,Spring,June,7,False,Tuesday,True,Cloudy,26.240000000000002,30.305,23,311,334,0.0688622754491018,0.62305,12.998
3682,3683,2011-06-07,Spring,June,8,False,Tuesday,True,Cloudy,27.880000000000003,31.819999999999997,45,432,477,0.09433962264150944,0.6582,8.9981
3683,3684,2011-06-07,Spring,June,9,False,Tuesday,True,Cloudy,29.52,33.335,27,190,217,0.12442396313364056,0.6933499999999999,15.001299999999999
3684,3685,2011-06-07,Spring,June,10,False,Tuesday,True,Cloudy,31.16,34.089999999999996,37,86,123,0.3008130081300813,0.7209,12.998
3685,3686,2011-06-07,Spring,June,11,False,Tuesday,True,Cloudy,31.16,34.85,38,113,151,0.25165562913907286,0.7285,16.997899999999998
3686,3687,2011-06-07,Spring,June,12,False,Tuesday,True,Cloudy,32.800000000000004,36.364999999999995,42,141,183,0.22950819672131148,0.7636499999999999,19.0012
3687,3688,2011-06-07,Spring,June,13,False,Tuesday,True,Cloudy,32.800000000000004,36.364999999999995,55,141,196,0.28061224489795916,0.7636499999999999,16.997899999999998
3688,3689,2011-06-07,Spring,June,14,False,Tuesday,True,Cloudy,32.800000000000004,36.364999999999995,34,112,146,0.2328767123287671,0.7636499999999999,19.0012
3689,3690,2011-06-07,Spring,June,15,False,Tuesday,True,Cloudy,33.62,37.12,56,127,183,0.30601092896174864,0.7811999999999999,22.0028
3690,3691,2011-06-07,Spring,June,16,False,Tuesday,True,Sunny,32.800000000000004,35.605,55,253,308,0.17857142857142858,0.75605,15.001299999999999
3691,3692,2011-06-07,Spring,June,17,False,Tuesday,True,Sunny,32.800000000000004,36.364999999999995,64,475,539,0.11873840445269017,0.7636499999999999,16.997899999999998
3692,3693,2011-06-07,Spring,June,18,False,Tuesday,True,Sunny,31.98,34.85,72,479,551,0.1306715063520871,0.7385,19.0012
3693,3694,2011-06-07,Spring,June,19,False,Tuesday,True,Sunny,31.16,34.089999999999996,69,355,424,0.16273584905660377,0.7209,16.997899999999998
3694,3695,2011-06-07,Spring,June,20,False,Tuesday,True,Sunny,30.34,34.089999999999996,45,301,346,0.13005780346820808,0.7109,8.9981
3695,3696,2011-06-07,Spring,June,21,False,Tuesday,True,Sunny,29.52,34.089999999999996,31,187,218,0.14220183486238533,0.7009,8.9981
3696,3697,2011-06-07,Spring,June,22,False,Tuesday,True,Sunny,28.7,32.574999999999996,27,126,153,0.17647058823529413,0.67575,8.9981
3697,3698,2011-06-07,Spring,June,23,False,Tuesday,True,Sunny,27.880000000000003,31.819999999999997,18,72,90,0.2,0.6582,7.0015
3698,3699,2011-06-08,Spring,June,0,False,Wednesday,True,Sunny,27.060000000000002,29.544999999999998,12,29,41,0.2926829268292683,0.6254500000000001,8.9981
3699,3700,2011-06-08,Spring,June,1,False,Wednesday,True,Sunny,27.060000000000002,30.305,3,20,23,0.13043478260869565,0.63305,0.0
3700,3701,2011-06-08,Spring,June,2,False,Wednesday,True,Sunny,26.240000000000002,28.79,0,7,7,0.0,0.6079,6.0032
3701,3702,2011-06-08,Spring,June,3,False,Wednesday,True,Sunny,26.240000000000002,28.79,2,1,3,0.6666666666666666,0.6079,6.0032
3702,3703,2011-06-08,Spring,June,4,False,Wednesday,True,Sunny,25.419999999999998,28.79,0,6,6,0.0,0.5979,0.0
3703,3704,2011-06-08,Spring,June,5,False,Wednesday,True,Sunny,25.419999999999998,28.03,0,21,21,0.0,0.5903,0.0
3704,3705,2011-06-08,Spring,June,6,False,Wednesday,True,Sunny,26.240000000000002,28.79,13,103,116,0.11206896551724138,0.6079,8.9981
3705,3706,2011-06-08,Spring,June,7,False,Wednesday,True,Sunny,27.060000000000002,31.06,24,329,353,0.0679886685552408,0.6406000000000001,7.0015
3706,3707,2011-06-08,Spring,June,8,False,Wednesday,True,Sunny,31.16,35.605,46,435,481,0.09563409563409564,0.73605,11.0014
3707,3708,2011-06-08,Spring,June,9,False,Wednesday,True,Sunny,31.16,35.605,34,168,202,0.16831683168316833,0.73605,11.0014
3708,3709,2011-06-08,Spring,June,10,False,Wednesday,True,Sunny,33.62,37.12,27,63,90,0.3,0.7811999999999999,15.001299999999999
3709,3710,2011-06-08,Spring,June,11,False,Wednesday,True,Sunny,34.44,37.88,28,106,134,0.208955223880597,0.7988,12.998
3710,3711,2011-06-08,Spring,June,12,False,Wednesday,True,Sunny,36.08,40.910000000000004,15,134,149,0.10067114093959731,0.8491,8.9981
3711,3712,2011-06-08,Spring,June,13,False,Wednesday,True,Sunny,36.9,42.425000000000004,20,116,136,0.14705882352941177,0.87425,0.0
3712,3713,2011-06-08,Spring,June,14,False,Wednesday,True,Sunny,37.72,43.94,44,111,155,0.2838709677419355,0.8994,16.997899999999998
3713,3714,2011-06-08,Spring,June,15,False,Wednesday,True,Sunny,37.72,43.94,28,100,128,0.21875,0.8994,11.0014
3714,3715,2011-06-08,Spring,June,16,False,Wednesday,True,Sunny,37.72,43.94,34,199,233,0.1459227467811159,0.8994,15.001299999999999
3715,3716,2011-06-08,Spring,June,17,False,Wednesday,True,Sunny,37.72,42.425000000000004,80,426,506,0.15810276679841898,0.88425,15.001299999999999
3716,3717,2011-06-08,Spring,June,18,False,Wednesday,True,Sunny,36.9,40.910000000000004,61,398,459,0.1328976034858388,0.8591,15.001299999999999
3717,3718,2011-06-08,Spring,June,19,False,Wednesday,True,Sunny,33.62,40.15,61,323,384,0.15885416666666666,0.8114999999999999,8.9981
3718,3719,2011-06-08,Spring,June,20,False,Wednesday,True,Sunny,32.800000000000004,39.395,55,225,280,0.19642857142857142,0.79395,8.9981
3719,3720,2011-06-08,Spring,June,21,False,Wednesday,True,Sunny,32.800000000000004,40.15,34,168,202,0.16831683168316833,0.8015,8.9981
3720,3721,2011-06-08,Spring,June,22,False,Wednesday,True,Sunny,31.16,37.12,37,139,176,0.21022727272727273,0.7512,11.0014
3721,3722,2011-06-08,Spring,June,23,False,Wednesday,True,Sunny,31.16,37.12,18,98,116,0.15517241379310345,0.7512,12.998
3722,3723,2011-06-09,Spring,June,0,False,Thursday,True,Cloudy,30.34,35.605,7,40,47,0.14893617021276595,0.72605,8.9981
3723,3724,2011-06-09,Spring,June,1,False,Thursday,True,Sunny,30.34,35.605,3,13,16,0.1875,0.72605,7.0015
3724,3725,2011-06-09,Spring,June,2,False,Thursday,True,Cloudy,29.52,35.605,0,6,6,0.0,0.71605,11.0014
3725,3726,2011-06-09,Spring,June,3,False,Thursday,True,Cloudy,29.52,35.605,0,2,2,0.0,0.71605,7.0015
3726,3727,2011-06-09,Spring,June,4,False,Thursday,True,Cloudy,29.52,34.85,2,4,6,0.3333333333333333,0.7085,6.0032
3727,3728,2011-06-09,Spring,June,5,False,Thursday,True,Cloudy,28.7,33.335,1,19,20,0.05,0.6833499999999999,0.0
3728,3729,2011-06-09,Spring,June,6,False,Thursday,True,Cloudy,29.52,35.605,13,105,118,0.11016949152542373,0.71605,6.0032
3729,3730,2011-06-09,Spring,June,7,False,Thursday,True,Cloudy,29.52,34.85,31,283,314,0.09872611464968153,0.7085,8.9981
3730,3731,2011-06-09,Spring,June,8,False,Thursday,True,Cloudy,31.16,36.364999999999995,32,400,432,0.07407407407407407,0.7436499999999999,7.0015
3731,3732,2011-06-09,Spring,June,9,False,Thursday,True,Sunny,34.44,39.395,20,148,168,0.11904761904761904,0.81395,0.0
3732,3733,2011-06-09,Spring,June,10,False,Thursday,True,Sunny,35.26,40.910000000000004,20,74,94,0.2127659574468085,0.8391,19.0012
3733,3734,2011-06-09,Spring,June,11,False,Thursday,True,Sunny,36.9,42.425000000000004,36,82,118,0.3050847457627119,0.87425,15.001299999999999
3734,3735,2011-06-09,Spring,June,12,False,Thursday,True,Sunny,37.72,42.425000000000004,40,100,140,0.2857142857142857,0.88425,12.998
3735,3736,2011-06-09,Spring,June,13,False,Thursday,True,Sunny,36.9,40.910000000000004,18,118,136,0.1323529411764706,0.8591,6.0032
3736,3737,2011-06-09,Spring,June,14,False,Thursday,True,Sunny,37.72,43.94,25,93,118,0.211864406779661,0.8994,12.998
3737,3738,2011-06-09,Spring,June,15,False,Thursday,True,Sunny,38.54,41.665,18,86,104,0.17307692307692307,0.8866499999999999,11.0014
3738,3739,2011-06-09,Spring,June,16,False,Thursday,True,Sunny,37.72,41.665,30,170,200,0.15,0.87665,8.9981
3739,3740,2011-06-09,Spring,June,17,False,Thursday,True,Sunny,36.9,40.910000000000004,54,355,409,0.13202933985330073,0.8591,16.997899999999998
3740,3741,2011-06-09,Spring,June,18,False,Thursday,True,Sunny,36.08,40.15,52,414,466,0.11158798283261803,0.8414999999999999,19.0012
3741,3742,2011-06-09,Spring,June,19,False,Thursday,True,Cloudy,34.44,37.12,55,271,326,0.1687116564417178,0.7911999999999999,22.0028
3742,3743,2011-06-09,Spring,June,20,False,Thursday,True,Cloudy,32.800000000000004,36.364999999999995,40,214,254,0.15748031496062992,0.7636499999999999,12.998
3743,3744,2011-06-09,Spring,June,21,False,Thursday,True,Light Precipitation,31.16,34.85,29,142,171,0.1695906432748538,0.7285,0.0
3744,3745,2011-06-09,Spring,June,22,False,Thursday,True,Cloudy,30.34,34.089999999999996,22,131,153,0.1437908496732026,0.7109,11.0014
3745,3746,2011-06-09,Spring,June,23,False,Thursday,True,Cloudy,30.34,34.85,15,82,97,0.15463917525773196,0.7185,11.0014
3746,3747,2011-06-10,Spring,June,0,False,Friday,True,Light Precipitation,28.7,32.574999999999996,8,61,69,0.11594202898550725,0.67575,15.001299999999999
3747,3748,2011-06-10,Spring,June,1,False,Friday,True,Light Precipitation,28.7,32.574999999999996,5,18,23,0.21739130434782608,0.67575,15.001299999999999
3748,3749,2011-06-10,Spring,June,2,False,Friday,True,Sunny,27.880000000000003,31.819999999999997,6,7,13,0.46153846153846156,0.6582,11.0014
3749,3750,2011-06-10,Spring,June,3,False,Friday,True,Sunny,27.880000000000003,31.819999999999997,3,3,6,0.5,0.6582,11.0014
3750,3751,2011-06-10,Spring,June,4,False,Friday,True,Sunny,27.060000000000002,30.305,0,4,4,0.0,0.63305,11.0014
3751,3752,2011-06-10,Spring,June,5,False,Friday,True,Sunny,27.060000000000002,30.305,0,28,28,0.0,0.63305,11.0014
3752,3753,2011-06-10,Spring,June,6,False,Friday,True,Sunny,27.060000000000002,30.305,10,94,104,0.09615384615384616,0.63305,6.0032
3753,3754,2011-06-10,Spring,June,7,False,Friday,True,Sunny,29.52,34.089999999999996,25,242,267,0.09363295880149813,0.7009,7.0015
3754,3755,2011-06-10,Spring,June,8,False,Friday,True,Sunny,30.34,34.089999999999996,29,423,452,0.06415929203539823,0.7109,8.9981
3755,3756,2011-06-10,Spring,June,9,False,Friday,True,Sunny,31.16,34.85,37,176,213,0.17370892018779344,0.7285,0.0
3756,3757,2011-06-10,Spring,June,10,False,Friday,True,Sunny,31.98,35.605,23,88,111,0.2072072072072072,0.74605,0.0
3757,3758,2011-06-10,Spring,June,11,False,Friday,True,Sunny,33.62,37.88,46,107,153,0.3006535947712418,0.7888,0.0
3758,3759,2011-06-10,Spring,June,12,False,Friday,True,Sunny,34.44,37.88,40,167,207,0.1932367149758454,0.7988,8.9981
3759,3760,2011-06-10,Spring,June,13,False,Friday,True,Sunny,34.44,37.88,40,149,189,0.21164021164021163,0.7988,7.0015
3760,3761,2011-06-10,Spring,June,14,False,Friday,True,Sunny,35.26,38.635000000000005,44,121,165,0.26666666666666666,0.81635,0.0
3761,3762,2011-06-10,Spring,June,15,False,Friday,True,Sunny,34.44,37.88,49,163,212,0.23113207547169812,0.7988,7.0015
3762,3763,2011-06-10,Spring,June,16,False,Friday,True,Sunny,33.62,39.395,46,239,285,0.16140350877192983,0.8039499999999999,19.999499999999998
3763,3764,2011-06-10,Spring,June,17,False,Friday,True,Sunny,33.62,38.635000000000005,63,454,517,0.1218568665377176,0.79635,15.001299999999999
3764,3765,2011-06-10,Spring,June,18,False,Friday,True,Sunny,32.800000000000004,38.635000000000005,96,367,463,0.20734341252699784,0.7863500000000001,15.001299999999999
3765,3766,2011-06-10,Spring,June,19,False,Friday,True,Sunny,31.98,37.12,61,245,306,0.19934640522875818,0.7612,12.998
3766,3767,2011-06-10,Spring,June,20,False,Friday,True,Sunny,31.16,35.605,53,197,250,0.212,0.73605,7.0015
3767,3768,2011-06-10,Spring,June,21,False,Friday,True,Sunny,31.16,36.364999999999995,55,163,218,0.25229357798165136,0.7436499999999999,8.9981
3768,3769,2011-06-10,Spring,June,22,False,Friday,True,Sunny,29.52,34.85,40,145,185,0.21621621621621623,0.7085,16.997899999999998
3769,3770,2011-06-10,Spring,June,23,False,Friday,True,Sunny,29.52,34.85,36,110,146,0.2465753424657534,0.7085,11.0014
